target,target_end_date,location,type,quantile,value,location_name,forecast_date,target_type,board_name,submission_date,horizon
4 wk ahead inc case,2020-12-19,GM,quantile,0.7,118595.505615623,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,GM,quantile,0.75,123414.816795219,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,GM,quantile,0.8,129019.085649965,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,GM,quantile,0.85,135883.273293786,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,GM,quantile,0.9,145057.087137241,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,GM,quantile,0.95,159841.652409577,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,GM,quantile,0.975,173918.105034384,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,GM,quantile,0.99,191900.20894126,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
1 wk ahead inc death,2020-11-28,GM,quantile,0.01,1234.92099691479,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.025,1305.48427037389,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.05,1369.42785992934,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.1,1447.09396456771,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.15,1501.99738804083,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.2,1547.13179664727,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.25,1586.94475813143,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.3,1623.58026878389,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.35,1658.2915481173,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.4,1691.92276781311,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.45,1725.11762100561,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.5,1758.42902143007,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.55,1792.39075118897,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.6,1827.57892712213,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.65,1864.68281992967,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.7,1904.60917762161,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.75,1948.66608657376,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.8,1998.93891602478,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.85,2059.19515294066,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.9,2137.62656718983,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.95,2259.46289054577,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.975,2370.80838977985,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,GM,quantile,0.99,2507.26353132659,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
2 wk ahead inc death,2020-12-05,GM,quantile,0.01,1266.19325108156,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.025,1355.1329330496,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.05,1436.74102948956,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.1,1537.11415399423,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.15,1608.87390219071,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.2,1668.35184417124,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.25,1721.17465747809,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.3,1770.07297434583,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.35,1816.65683669036,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.4,1862.02371584276,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.45,1907.02354476778,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.5,1952.4,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.55,1998.88512519069,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.6,2047.28342280005,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.65,2098.57198885167,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.7,2154.05119858138,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.75,2215.61328428722,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.8,2286.2948436152,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.85,2371.61218998209,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.9,2483.62468327585,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.95,2659.72789206782,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.975,2822.84053678893,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc death,2020-12-05,GM,quantile,0.99,3025.47669234371,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
3 wk ahead inc death,2020-12-12,GM,quantile,0.01,1286.52400399475,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.025,1383.96159100064,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.05,1473.85630934199,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.1,1585.0293870331,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.15,1664.90194233315,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.2,1731.34136855995,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.25,1790.52126168734,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.3,1845.44674772629,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.35,1897.89675070162,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.4,1949.09043270578,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.45,1999.97859710803,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.5,2051.4,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.55,2104.18724543534,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.6,2159.26236100148,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.65,2217.75219176239,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.7,2281.16355712949,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.75,2351.6968594765,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.8,2432.89281577053,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.85,2531.1982372845,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.9,2660.73868130493,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.95,2865.4432738235,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.975,3056.12856085984,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc death,2020-12-12,GM,quantile,0.99,3294.38326463669,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
4 wk ahead inc death,2020-12-19,GM,quantile,0.01,1198.77344381663,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.025,1296.31702757,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.05,1387.00336348993,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.1,1500.04387365672,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.15,1581.84525491047,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.2,1650.2526442985,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.25,1711.45744580046,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.3,1768.48729849363,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.35,1823.14565290416,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.4,1876.67919211342,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.45,1930.07110358602,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.5,1984.2,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.55,2039.94960140942,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.6,2098.31018221034,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.65,2160.50368766044,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.7,2228.17615629694,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.75,2303.74463470675,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.8,2391.11540566731,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.85,2497.427947512,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.9,2638.38670009781,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.95,2863.08021688123,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.975,3074.44932373465,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc death,2020-12-19,GM,quantile,0.99,3341.2266861444,Germany,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
1 wk ahead inc case,2020-11-28,PL,quantile,0.01,100599.303531493,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.025,107007.349260763,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.05,112905.50783872,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.1,120185.258514068,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.15,125407.505639286,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.2,129747.405559261,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.25,133610.509502706,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.3,137194.04230486,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.35,140614.646251401,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.4,143952.180647159,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.45,147268.858422854,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.5,150619.5,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.55,154058.468678631,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.6,157645.918261649,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.65,161455.324922769,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.7,165584.911124771,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.75,170178.094661086,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.8,175465.660634409,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.85,181867.880260469,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.9,190305.865989766,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.95,203645.584190589,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.975,216080.224738605,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc case,2020-11-28,PL,quantile,0.99,231631.153423972,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
2 wk ahead inc case,2020-12-05,PL,quantile,0.01,90190.1808384636,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.025,96388.8379054046,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.05,102122.454216956,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.1,109234.120296994,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.15,114358.311599447,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.2,118630.349911477,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.25,122443.066544785,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.3,125988.027163264,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.35,129378.936625096,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.4,132694.025808174,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.45,135994.623875936,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.5,139335.166666667,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.55,142770.036453584,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.6,146359.808336155,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.65,150178.87120156,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.7,154327.072103191,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.75,158950.639507526,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.8,164285.422714195,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.85,170761.748541796,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.9,179324.58771984,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.95,192921.33960058,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.975,205657.279793153,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
2 wk ahead inc case,2020-12-05,PL,quantile,0.99,221662.872541487,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,2
3 wk ahead inc case,2020-12-12,PL,quantile,0.01,81162.5588566506,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.025,87198.7095976857,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.05,92831.2548696081,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.1,99880.9834074127,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.15,105002.667790615,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.2,109298.802249183,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.25,113152.679290471,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.3,116752.217986754,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.35,120209.780451942,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.4,123603.463310315,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.45,126995.295939057,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.5,130441.166666667,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.55,133997.756413424,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.6,137729.052096465,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.65,141714.48623901,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.7,146061.556404044,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.75,150928.675240541,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.8,156572.599940772,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.85,163463.833194049,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.9,172640.208210937,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.95,187357.846428257,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.975,201300.360283346,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
3 wk ahead inc case,2020-12-12,PL,quantile,0.99,219027.243510744,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,3
4 wk ahead inc case,2020-12-19,PL,quantile,0.01,73341.1338348041,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.025,79055.3511159214,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.05,84431.6714518607,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.1,91219.9953070144,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.15,96192.5241913128,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.2,100389.637083769,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.25,104174.71205488,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.3,107726.921155824,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.35,111154.273767368,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.4,114532.706656194,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.45,117923.425843061,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.5,121382.5,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.55,124967.732199304,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.6,128745.31950904,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.65,132798.389566973,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.7,137240.438003702,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.75,142239.859329715,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.8,148071.119833827,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.85,155239.773649303,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.9,164867.209506561,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.95,180498.362087774,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.975,195516.138297852,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
4 wk ahead inc case,2020-12-19,PL,quantile,0.99,214895.198365378,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,4
1 wk ahead inc death,2020-11-28,PL,quantile,0.01,2517.94883579892,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,PL,quantile,0.025,2685.42285021723,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,PL,quantile,0.05,2838.14799993108,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,PL,quantile,0.1,3024.81353951542,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,PL,quantile,0.15,3157.50562715725,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,PL,quantile,0.2,3267.02554075111,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,PL,quantile,0.25,3363.95089575674,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
1 wk ahead inc death,2020-11-28,PL,quantile,0.3,3453.39744104268,Poland,2020-11-23,,EpiExpert-ensemble,2020-11-23,1
